,followersCount,followsCount,highlightReelCount,postsCount,med_likes,status,user_digits,full_len,full_characters,full_digits,bio_len,bio_emojis
206,536.0,531.0,0.0,28.0,49.5,1,0,17,1,0,123,0
207,51.0,52.0,0.0,72.0,9.0,0,0,6,0,2,0,0
208,3059244.0,2999.0,5.0,3622.0,61537.5,1,0,20,0,0,123,2
209,85.0,6074.0,0.0,4.0,4.0,0,2,15,0,2,0,0
210,1132.0,977.0,0.0,7.0,,1,0,15,0,0,12,2
211,47.0,655.0,0.0,6.0,0.0,0,0,4,4,0,11,0
212,102.0,5287.0,0.0,10.0,9.5,0,6,0,0,0,0,0
213,189.0,6261.0,0.0,22.0,6.5,0,3,9,0,0,0,0
214,1180926.0,2516.0,12.0,1200.0,26085.5,1,0,19,0,0,27,0
215,430315.0,546.0,5.0,3028.0,1320.0,1,0,23,0,0,26,0
216,1361.0,3800.0,0.0,6.0,,1,0,12,2,0,13,3
217,0.0,213.0,0.0,0.0,,0,1,0,0,0,0,0
218,553939.0,3669.0,68.0,4186.0,19875.0,1,0,13,0,0,132,1
219,147.0,6244.0,0.0,1.0,,0,2,13,1,0,4,0
220,0.0,3802.0,0.0,3.0,,0,2,7,2,0,0,0
221,54.0,378.0,0.0,24.0,0.0,0,2,0,0,0,0,0
222,998.0,963.0,0.0,58.0,83.5,1,0,14,0,0,0,0
223,2258.0,1868.0,4.0,11.0,1252.0,1,0,15,0,0,10,1
224,72.0,4436.0,0.0,26.0,1.0,0,4,0,0,0,0,0
225,82.0,4354.0,0.0,4.0,0.0,0,1,0,0,0,0,0
226,1010.0,3020.0,8.0,16.0,70.5,1,0,25,8,0,76,0
227,9906.0,584.0,4.0,4.0,1238.5,0,0,11,11,0,100,8
228,118.0,6252.0,0.0,8.0,32.0,0,4,0,0,0,58,13
229,620704.0,490.0,5.0,934.0,25016.5,1,0,10,0,0,133,1
230,173.0,6173.0,0.0,10.0,0.0,0,2,0,0,0,0,0
231,103.0,6327.0,0.0,8.0,3.0,0,8,12,0,8,0,0
232,58825.0,1225.0,7.0,245.0,4660.0,1,0,19,4,0,40,0
233,1238.0,981.0,8.0,27.0,262.0,1,0,14,0,0,132,4
234,77.0,2644.0,0.0,4.0,2.5,0,4,11,1,4,0,0
235,499.0,7172.0,0.0,19.0,4.0,0,2,10,0,0,0,0
236,95.0,4428.0,0.0,10.0,,0,2,5,2,0,13,0
237,1486.0,1462.0,12.0,43.0,288.5,1,0,28,4,0,72,3
238,61.0,2584.0,0.0,5.0,2.0,0,4,0,0,0,0,0
239,993.0,328.0,0.0,17.0,55.0,1,0,24,0,0,107,3
240,99166.0,1712.0,0.0,1225.0,2314.0,1,4,20,1,0,134,8
241,580.0,567.0,0.0,3.0,164.0,1,0,10,0,0,33,0
242,776675.0,2035.0,8.0,2338.0,2267.0,1,0,14,2,0,119,1
243,56.0,1181.0,0.0,5.0,0.0,0,1,10,0,1,0,0
244,770.0,5087.0,0.0,22.0,114.5,0,0,0,0,0,0,0
245,53323.0,1974.0,4.0,167.0,1264.5,1,0,16,1,0,109,4
246,291.0,4558.0,0.0,10.0,1.0,0,3,0,0,0,0,0
247,173.0,4561.0,0.0,10.0,0.5,0,2,0,0,0,0,0
248,382.0,308.0,0.0,8.0,55.5,1,0,7,0,0,70,1
249,541.0,561.0,0.0,173.0,,1,0,28,1,0,33,0
250,402061.0,990.0,4.0,239.0,1897.0,1,0,4,0,0,125,2
251,21866.0,6499.0,0.0,6.0,711.0,0,3,11,10,0,20,0
252,75.0,6083.0,0.0,4.0,1.5,0,0,0,0,0,0,0
253,889.0,409.0,2.0,39.0,148.0,1,0,19,0,0,120,5
254,90.0,1091.0,0.0,2.0,,0,4,5,0,0,0,0
255,2633.0,2656.0,10.0,148.0,176.5,1,0,20,0,0,135,6
256,585.0,663.0,1.0,6.0,130.5,1,0,8,2,0,60,0
257,964.0,1788.0,1.0,32.0,76.5,1,0,18,0,0,6,0
258,1475.0,1255.0,14.0,26.0,453.0,1,0,6,0,0,8,1
259,380.0,7153.0,0.0,4.0,62.5,0,2,4,4,0,0,0
260,56.0,965.0,0.0,5.0,1.0,0,5,6,0,2,0,0
261,192.0,5867.0,0.0,4.0,22.5,0,0,0,0,0,0,0
262,84.0,5633.0,0.0,5.0,1.0,0,6,8,1,6,0,0
263,188.0,143.0,0.0,0.0,,1,0,9,2,0,28,2
264,117.0,5574.0,0.0,4.0,5.0,0,0,0,0,0,0,0
265,63.0,651.0,0.0,26.0,0.0,0,4,0,0,0,0,0
266,823.0,1095.0,3.0,215.0,18.5,1,1,12,0,0,49,0
267,227.0,7249.0,0.0,10.0,,0,0,6,0,0,63,16
268,44.0,605.0,0.0,23.0,3.5,0,1,0,0,0,0,0
269,9128655.0,692.0,5.0,1371.0,29084.0,1,0,11,0,0,21,2
270,67.0,5176.0,0.0,10.0,1.0,0,5,0,0,0,0,0
271,2382576.0,449.0,0.0,145.0,67688.0,1,0,10,5,0,93,0
272,879.0,635.0,0.0,7.0,137.0,1,0,10,0,0,73,0
273,114.0,4458.0,0.0,8.0,3.0,0,5,4,0,0,0,0
274,0.0,1.0,0.0,0.0,,0,0,5,0,0,0,0
275,265.0,243.0,2.0,1.0,59.0,1,0,12,3,0,51,4
276,176.0,6840.0,0.0,22.0,1.0,0,4,0,0,0,0,0
277,1688.0,1071.0,2.0,145.0,112.5,1,0,14,0,0,31,1
278,761.0,458.0,0.0,68.0,115.0,1,0,15,3,0,47,2
279,60.0,3045.0,0.0,22.0,1.5,0,1,10,0,0,0,0
280,95.0,6242.0,0.0,4.0,3.0,0,2,0,0,0,0,0
281,222.0,5611.0,0.0,4.0,136.0,0,6,21,17,0,27,0
282,273.0,126.0,0.0,0.0,,1,0,15,0,0,14,1
283,41.0,390.0,0.0,4.0,0.5,0,6,5,0,0,0,0
284,63.0,2586.0,0.0,10.0,0.0,0,2,9,0,2,0,0
285,16369.0,2466.0,5.0,159.0,44.0,1,0,23,0,0,114,4
286,5187635.0,980.0,0.0,1134.0,152601.5,1,0,23,1,0,52,0
287,253.0,432.0,2.0,18.0,29.0,1,0,13,0,0,68,1
288,72.0,5982.0,0.0,4.0,,0,6,0,0,0,0,0
289,510.0,382.0,2.0,7.0,103.0,1,0,12,0,0,11,0
290,97.0,7575.0,0.0,22.0,2.5,0,2,0,0,0,0,0
291,183.0,6069.0,0.0,4.0,12.0,0,0,10,0,0,6,5
292,64.0,2018.0,0.0,21.0,1.0,0,2,0,0,0,0,0
293,41.0,1236.0,0.0,4.0,1.0,0,4,0,0,0,0,0
294,27404.0,1121.0,3.0,185.0,1314.5,1,0,11,1,0,44,0
295,2145.0,507.0,5.0,1337.0,29.5,1,0,17,4,0,129,0
296,63.0,5039.0,0.0,4.0,4.0,0,2,0,0,0,16,4
297,0.0,0.0,0.0,0.0,,0,0,4,0,0,0,0
298,52.0,802.0,0.0,5.0,2.0,0,0,0,0,0,0,0
299,183.0,4411.0,0.0,5.0,44.0,0,1,14,13,0,0,0
300,87.0,6033.0,0.0,11.0,0.0,0,7,0,0,0,0,0
301,391.0,244.0,0.0,292.0,24.5,1,0,13,0,0,47,0
302,0.0,1.0,0.0,0.0,,0,4,4,0,0,0,0
303,137.0,7.0,0.0,20.0,43.0,0,0,24,19,0,124,7
304,179.0,6337.0,0.0,12.0,5.0,0,5,5,0,0,16,1
305,484.0,215.0,0.0,22.0,51.0,1,0,17,1,0,0,0
306,993.0,1180.0,0.0,31.0,144.0,1,0,26,1,0,121,0
307,4592.0,1011.0,9.0,6.0,1695.0,0,0,7,7,0,126,6
308,83.0,1915.0,0.0,4.0,0.5,0,2,0,0,0,0,0
309,1707.0,1456.0,0.0,747.0,,1,0,6,0,0,41,0
310,70.0,4153.0,0.0,4.0,2.0,0,4,4,0,0,4,0
311,862.0,35.0,9.0,89.0,20.0,1,0,21,2,0,121,5
312,454.0,2894.0,0.0,5.0,49.0,0,0,0,0,0,96,11
313,107.0,3821.0,0.0,4.0,1.0,0,5,0,0,0,0,0
314,77.0,6309.0,0.0,23.0,1.0,0,5,11,0,6,0,0
315,94.0,1966.0,0.0,22.0,1.0,0,2,8,7,0,3,0
316,44.0,846.0,0.0,10.0,0.0,0,0,0,0,0,0,0
317,86.0,3629.0,0.0,4.0,5.0,0,2,0,0,0,0,0
318,1366.0,443.0,19.0,14.0,161.5,1,0,10,1,0,17,1
319,15979.0,938.0,12.0,114.0,353.5,1,0,39,2,0,110,2
320,497.0,537.0,0.0,16.0,,1,0,10,0,0,74,1
321,122.0,6082.0,0.0,4.0,6.0,0,0,4,0,0,6,0
322,91461.0,641.0,1.0,319.0,1341.0,1,0,12,0,0,57,0
323,95.0,6323.0,0.0,4.0,14.5,0,6,7,7,0,78,4
324,1106.0,6488.0,0.0,48.0,,0,0,14,0,0,11,0
325,71.0,4982.0,0.0,26.0,2.5,0,7,9,1,4,0,0
326,81.0,3072.0,0.0,23.0,3.0,0,6,11,0,6,0,0
328,1020.0,900.0,1.0,378.0,35.5,1,0,14,0,0,32,2
329,80.0,4882.0,0.0,4.0,3.0,0,1,11,0,0,13,0
330,0.0,0.0,0.0,0.0,,0,4,0,0,0,0,0
331,26064.0,1113.0,2.0,351.0,4310.5,1,0,18,1,0,121,0
332,86.0,6523.0,0.0,4.0,4.0,0,2,0,0,0,0,0
334,94.0,5467.0,0.0,4.0,1.0,0,4,0,0,0,0,0
335,47.0,782.0,0.0,4.0,0.5,0,3,5,0,0,0,0
336,1681.0,912.0,11.0,181.0,55.5,1,0,9,0,0,112,3
338,86.0,4627.0,0.0,4.0,2.0,0,6,0,0,0,0,0
340,75.0,6988.0,0.0,13.0,0.0,0,0,3,3,0,0,0
341,33.0,199.0,0.0,4.0,3.0,0,0,4,0,0,0,0
342,112.0,2901.0,0.0,22.0,0.0,0,1,9,8,0,2,0
343,45247.0,1.0,7.0,372.0,93.5,1,0,14,1,0,42,2
344,109.0,5997.0,0.0,12.0,,0,0,9,0,0,0,0
345,64.0,5831.0,0.0,23.0,,0,4,0,0,0,18,3
346,862.0,1119.0,1.0,131.0,56.5,1,0,12,0,0,19,1
347,34.0,43.0,0.0,25.0,,1,0,5,0,0,54,2
348,1147747.0,657.0,6.0,218.0,23864.0,1,0,10,0,0,44,3
349,59.0,119.0,1.0,0.0,,0,4,11,0,0,0,0
350,202.0,4558.0,0.0,24.0,,0,2,6,6,0,20,0
351,70.0,4390.0,0.0,22.0,2.0,0,5,13,0,4,0,0
352,31.0,147.0,0.0,1.0,3.0,0,4,5,0,0,5,0
353,10.0,575.0,0.0,3.0,3.0,0,0,10,2,0,21,0
354,479.0,473.0,0.0,45.0,75.5,1,0,14,0,0,15,2
355,487.0,562.0,0.0,16.0,72.5,1,0,14,0,0,54,2
356,59.0,1806.0,0.0,5.0,0.0,0,4,0,0,0,0,0
357,65.0,1205.0,0.0,4.0,2.0,0,3,8,7,0,17,0
358,2016.0,2310.0,6.0,66.0,330.0,1,0,5,0,0,33,2
359,5655.0,3618.0,2.0,149.0,15.5,1,0,16,0,0,105,3
360,62.0,1682.0,0.0,10.0,0.0,0,1,0,0,0,0,0
361,62.0,1306.0,0.0,10.0,0.5,0,0,0,0,0,0,0
362,68.0,2088.0,0.0,5.0,0.0,0,1,7,6,0,0,0
363,860.0,812.0,0.0,113.0,72.0,1,0,17,0,0,11,1
364,1257.0,3202.0,4.0,48.0,45.0,1,0,14,0,0,124,0
365,75.0,3836.0,0.0,24.0,0.0,0,5,7,0,0,1,0
366,88.0,6970.0,0.0,4.0,0.5,0,1,6,1,0,13,0
367,120.0,6253.0,0.0,22.0,,0,0,0,0,0,39,4
368,197.0,6485.0,0.0,5.0,22.0,0,4,4,0,0,7,2
369,9016.0,2331.0,6.0,55.0,12.0,1,0,14,0,0,124,1
370,50.0,2878.0,0.0,4.0,4.5,0,4,0,0,0,0,0
371,2181325.0,180.0,4.0,799.0,18076.5,1,0,17,0,0,52,3
372,1095513.0,2086.0,61.0,3011.0,18823.0,1,0,13,0,0,130,4
373,1060756.0,594.0,17.0,267.0,18878.5,1,0,13,0,0,58,0
374,5638505.0,3346.0,2.0,56033.0,750.5,1,0,28,1,0,114,3
375,1672.0,1018.0,0.0,398.0,57.0,1,0,13,0,0,131,5
376,48.0,1699.0,0.0,24.0,,0,5,0,0,0,0,0
377,243.0,602.0,2.0,160.0,10.5,1,0,4,0,0,23,0
378,110.0,6324.0,0.0,23.0,3.0,0,0,14,0,0,0,0
379,100.0,5594.0,0.0,5.0,0.0,0,6,0,0,0,0,0
380,11263.0,299.0,10.0,2478.0,15.5,1,0,26,0,1,125,6
381,757.0,696.0,0.0,586.0,57.5,1,0,13,0,0,74,0
382,997.0,163.0,10.0,134.0,12.0,1,0,15,1,0,18,0
383,1282.0,290.0,0.0,30.0,,1,0,30,0,0,0,0
384,66.0,2399.0,0.0,4.0,1.0,0,0,0,0,0,0,0
385,412060.0,170.0,9.0,238.0,52794.0,1,0,20,0,0,76,0
386,1066.0,972.0,1.0,11.0,331.0,1,0,6,0,0,0,0
387,851.0,1013.0,0.0,2.0,156.5,1,0,10,1,0,31,1
388,137.0,196.0,0.0,0.0,,1,0,19,1,0,0,0
389,1924.0,998.0,0.0,217.0,336.0,1,0,8,1,0,90,0
390,1121.0,1129.0,0.0,15.0,4.0,0,2,0,0,0,0,0
391,53.0,6114.0,0.0,22.0,,0,1,13,1,1,0,0
392,1143.0,257.0,3.0,27.0,102.5,1,0,13,0,0,127,6
393,98.0,5175.0,0.0,4.0,5.0,0,6,7,7,0,93,4
394,22.0,21.0,0.0,9.0,5.0,0,0,0,0,0,104,9
396,5832.0,6490.0,2.0,316.0,50.5,1,0,16,1,0,89,6
397,69.0,4652.0,0.0,22.0,1.0,0,0,0,0,0,0,0
398,3468.0,2331.0,11.0,199.0,595.0,1,0,46,4,0,120,4
399,48.0,5265.0,0.0,9.0,,0,1,0,0,0,0,0
400,44627.0,1693.0,4.0,842.0,482.5,1,0,11,0,0,125,8
401,118.0,6284.0,0.0,4.0,15.0,0,4,5,0,0,60,6
402,2705.0,985.0,0.0,24.0,,1,0,19,0,0,40,1
403,1471.0,2299.0,2.0,50.0,126.5,1,0,12,0,0,97,4
404,274.0,269.0,0.0,0.0,,1,0,20,0,0,0,0
405,76.0,6134.0,0.0,10.0,1.0,0,5,5,5,0,28,0
406,1572539.0,624.0,0.0,1238.0,3372.0,1,0,13,0,0,0,0
407,55.0,1829.0,0.0,4.0,0.0,0,4,0,0,0,0,0
408,115.0,5406.0,0.0,5.0,1.0,0,4,5,0,0,0,0
409,128.0,5172.0,0.0,23.0,0.0,0,1,13,2,1,86,0
410,103072.0,2240.0,4.0,3592.0,525.5,1,0,15,0,0,131,0
411,112.0,6771.0,0.0,23.0,,0,3,0,0,0,0,0
412,772.0,500.0,4.0,18.0,47.5,1,0,22,0,0,48,3
413,46.0,745.0,0.0,12.0,1.0,0,0,0,0,0,0,0
414,48.0,633.0,0.0,10.0,1.0,0,8,9,0,8,0,0
415,41.0,710.0,0.0,4.0,0.0,0,3,0,0,0,0,0
416,684.0,2531.0,0.0,28.0,54.0,1,1,13,3,0,0,0
417,88.0,934.0,0.0,4.0,,0,1,13,0,0,0,0
418,871.0,1039.0,1.0,18.0,161.0,1,0,21,1,0,29,2
419,1718.0,58.0,8.0,136.0,18.0,0,0,8,7,0,79,0
420,352.0,360.0,0.0,135.0,30.0,1,0,4,0,0,89,9
421,68.0,3660.0,0.0,23.0,,0,6,9,1,4,0,0
422,877.0,548.0,0.0,11.0,,1,0,18,0,0,63,8
423,4937.0,3470.0,1.0,5.0,1370.0,1,0,17,1,0,20,2
424,113.0,6116.0,0.0,4.0,3.5,0,5,0,0,0,0,0
425,145.0,6257.0,0.0,22.0,2.0,0,0,0,0,0,0,0
426,1714.0,1298.0,7.0,36.0,65.0,1,0,27,0,0,114,2
427,71.0,5925.0,0.0,23.0,,0,1,0,0,0,0,0
428,1180.0,1362.0,5.0,21.0,76.5,1,0,13,0,0,53,3
429,1369.0,1112.0,3.0,6.0,168.5,1,1,18,1,0,52,1
430,109.0,6019.0,1.0,8.0,3.5,0,3,0,0,0,0,0
431,2967.0,1575.0,0.0,18.0,,1,0,9,9,0,126,5
432,137.0,6293.0,0.0,22.0,2.0,0,4,12,0,4,0,0
433,123.0,6339.0,0.0,4.0,,0,3,6,0,0,63,1
434,44.0,198.0,0.0,5.0,0.0,0,5,0,0,0,0,0
435,2490.0,2052.0,10.0,939.0,48.5,1,0,12,0,0,89,4
436,54.0,2512.0,0.0,4.0,,0,0,5,0,0,22,2
437,132.0,5613.0,2.0,24.0,2.0,0,2,0,0,0,0,0
438,1014.0,1161.0,2.0,10.0,239.5,1,0,10,0,0,99,7
439,1146.0,2117.0,15.0,96.0,23.5,0,0,0,0,0,0,0
440,1341.0,1031.0,1.0,10.0,387.5,1,0,8,0,0,48,3
441,155.0,6051.0,0.0,5.0,2.0,0,6,5,0,0,0,0
442,77.0,5462.0,0.0,22.0,2.5,0,0,0,0,0,0,0
443,84.0,3631.0,0.0,22.0,,0,2,0,0,0,0,0
444,781.0,707.0,0.0,36.0,130.5,1,0,29,0,0,44,9
445,84378.0,334.0,6.0,13.0,7995.5,1,0,3,1,0,62,2
446,70.0,5074.0,0.0,4.0,,0,5,0,0,0,0,0
447,81.0,704.0,0.0,4.0,14.0,0,4,0,0,0,0,0
448,414.0,360.0,0.0,21.0,80.5,0,0,9,0,0,10,1
449,137.0,57.0,0.0,9.0,14.0,0,0,8,7,0,117,1
450,98.0,5865.0,0.0,17.0,3.5,0,2,0,0,0,0,0
451,161.0,6009.0,0.0,10.0,3.0,0,1,9,0,0,22,0
453,1562.0,303.0,0.0,0.0,,1,0,14,3,0,0,0
454,114.0,5783.0,0.0,8.0,3.0,0,5,9,1,4,0,0
455,0.0,0.0,0.0,0.0,,0,2,0,0,0,0,0
456,23029.0,3007.0,15.0,136.0,307.5,1,0,16,0,0,48,5
457,45.0,802.0,0.0,24.0,0.0,0,1,0,0,0,0,0
458,64.0,5267.0,0.0,10.0,,0,4,0,0,0,0,0
459,228.0,265.0,1.0,20.0,19.0,1,0,11,0,0,0,0
460,12102.0,928.0,4.0,70.0,413.0,1,0,6,0,0,116,1
461,775.0,1037.0,2.0,60.0,36.0,1,0,7,0,0,0,0
462,100.0,5645.0,0.0,4.0,3.0,0,3,8,0,0,0,0
463,832.0,1021.0,3.0,7.0,15.0,0,0,17,2,0,113,5
464,87.0,6044.0,0.0,4.0,2.0,0,5,12,1,5,0,0
465,717.0,569.0,0.0,26.0,,1,0,11,0,0,27,0
466,1273.0,1123.0,0.0,61.0,,1,0,18,1,0,82,16
467,303.0,408.0,0.0,4.0,6.5,1,2,15,0,0,55,0
468,1042.0,583.0,68.0,27.0,69.5,1,3,16,0,0,44,0
469,88.0,4847.0,0.0,23.0,,0,0,15,1,0,0,0
470,75.0,3693.0,0.0,22.0,0.0,0,4,0,0,0,0,0
471,645.0,737.0,0.0,7.0,127.0,1,0,11,0,0,20,1
472,1015.0,1517.0,1.0,21.0,199.5,1,0,15,0,0,80,1
473,913.0,802.0,2.0,7.0,143.0,1,0,10,0,0,107,15
474,1003317.0,353.0,18.0,55.0,10965.0,1,0,12,0,0,27,0
475,217295.0,2375.0,0.0,2267.0,1974.5,1,0,9,0,0,38,0
476,227.0,259.0,0.0,45.0,19.0,1,0,16,0,0,0,0
477,139.0,662.0,0.0,9.0,,0,0,19,1,0,17,0
478,1090.0,679.0,2.0,6.0,87.5,1,0,12,0,0,44,4
479,81450.0,819.0,0.0,18.0,11115.0,1,0,17,0,0,54,3
481,443.0,392.0,3.0,9.0,65.0,1,0,8,0,0,56,3
482,1583.0,1122.0,1.0,36.0,106.5,1,0,15,6,0,89,1
483,50.0,2209.0,0.0,10.0,0.0,0,2,0,0,0,0,0
484,5.0,411.0,0.0,6.0,0.0,0,3,9,0,3,9,0
485,10400.0,2562.0,9.0,35.0,900.0,1,0,29,5,0,102,4
486,185359.0,3150.0,23.0,1324.0,978.5,1,0,12,0,0,128,0
487,96.0,6101.0,0.0,4.0,11.0,0,6,9,9,0,75,0
488,23691.0,379.0,2.0,498.0,495.0,1,0,12,0,0,107,1
489,72.0,2101.0,0.0,10.0,,0,0,0,0,0,5,0
490,659.0,545.0,6.0,11.0,47.0,1,0,16,0,0,93,3
491,47.0,569.0,0.0,23.0,0.0,0,0,0,0,0,0,0
492,100.0,5330.0,0.0,24.0,3.0,0,4,0,0,0,0,0
494,1937588.0,1801.0,15.0,2515.0,69071.0,1,0,20,1,0,127,0
495,19184.0,3123.0,2.0,9.0,52.0,1,0,11,9,0,25,2
496,2154.0,2062.0,0.0,28.0,,1,0,6,0,0,70,3
497,399.0,605.0,1.0,77.0,29.0,1,0,16,0,0,0,0
